Name,Position,Height,Weight,Career,Team,Game,First Publish,TimeAve,ShootingRateAve,HitAve,NumberofhandsAve,ThreeRateAve,ThreeHitAve,ThreeNumAve,FoulRateAve,FoulHitAve,FoulNumAve,ReboundsAve,OffRebAve,DefRebAve,AssistsAve,StealAve,BlockAve,TurnoverAve,PersonalFoulAve,PointsAve,WinSum,LoseSum
William Edward Perdue III,中锋,2.13,109,13,3,792,223,15.6,51.5%,1.9,3.7,6.7%,0.0,0.0,57.7%,0.9,1.5,4.9,1.8,3.2,0.8,0.3,0.7,1.0,2.0,4.7,491,301
Michael Walter Peplowski,中锋,2.08,122,3,4,68,19,10.4,55.6%,1.2,2.2,0.0%,0.0,0.0,53.1%,0.4,0.7,2.6,0.8,1.8,0.4,0.3,0.4,0.6,2.2,2.9,19,49
Kirk Penney,后卫,1.96,100,2,2,6,0,5.0,22.2%,0.3,1.5,25.0%,0.2,0.7, ,0.0,0.0,0.3,0.0,0.3,0.3,0.2,0.0,0.8,0.2,0.8,1,5
Desmond Penigar,前锋,2.01,111,1,1,10,0,8.9,50.0%,1.4,2.8, ,0.0,0.0,100.0%,0.4,0.4,2.4,0.6,1.8,0.3,0.2,0.2,0.6,1.4,3.2,4,6
Jeff Curtis Pendergraph,前锋,2.06,109,6,4,237,15,9.8,55.3%,1.2,2.2,40.0%,0.0,0.0,77.6%,0.5,0.6,2.7,0.8,1.8,0.4,0.2,0.3,0.6,1.5,2.9,159,78
Jerry Lee Pender,后卫,1.88,84,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Penberthy,后卫,1.91,84,2,1,56,0,15.4,41.5%,1.7,4.0,39.6%,1.0,2.5,88.6%,0.6,0.6,1.2,0.2,1.0,1.3,0.4,0.0,0.6,1.0,4.9,42,14
Samuel Troy Pellom,前锋-中锋,2.06,102,4,2,196, ,14.9,46.4%,1.8,3.9,0.0%,0.0,0.0,72.4%,0.8,1.1,3.5,1.2,2.3,0.5,0.5,0.8,0.9,2.4,4.4,,
John Francis Robert Pelkington Jr.,中锋-前锋,1.98,100,1,2,54, , ,41.2%,3.6,8.7, , , ,79.0%,3.9,4.9, , , ,2.4, , , ,4.0,11.1,,
Nikola Pekovic,前锋,2.11,134,6,1,271,194,24.9,51.8%,4.8,9.4, ,0.0,0.0,76.0%,2.9,3.8,6.7,3.0,3.7,0.7,0.5,0.6,1.5,2.3,12.6,98,173
George Albert Peeples,中锋-前锋,2.01,86,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Eugene Peeler,后卫,1.93,94,13,5,827,296,24.7,42.7%,3.7,8.8,38.4%,1.1,3.0,79.9%,1.1,1.3,2.6,0.7,1.9,2.4,0.9,0.2,1.2,2.0,9.7,442,385
Richard Shelby Peek,中锋,2.11,104,,,,,,,,,,,,,,,,,,,,,,,,,
Wiley J. Peck,后卫,2.01,100,1,1,52, ,12.1,43.2%,1.4,3.3,0.0%,0.0,0.0,61.8%,0.7,1.1,3.5,1.3,2.3,0.6,0.3,0.4,0.9,1.9,3.5,,
Oleksiy Pecherov,中锋,2.13,106,3,2,111,5,9.4,38.6%,1.4,3.7,29.0%,0.4,1.4,79.3%,0.7,0.8,2.4,0.8,1.6,0.2,0.2,0.2,0.5,1.1,3.9,27,84
Henry Earl Pearcy,后卫,1.85,77,1,1,29, , ,22.2%,0.8,3.7, , , ,73.5%,0.9,1.2, , , ,0.2, , , ,0.7,2.5,,
George W. Pearcy,后卫,1.85,75,1,1,37, , ,23.8%,0.8,3.5, , , ,72.7%,0.9,1.2, , , ,0.4, , , ,1.8,2.5,,
Melvin E. Payton,前锋-后卫,1.93,84,2,2,111, ,17.1,36.3%,2.0,5.6, , , ,74.6%,1.3,1.7,3.6, , ,1.1, , , ,1.7,5.4,,
Gary Dwayne Payton,后卫,1.93,82,17,5,1335,1233,35.3,46.6%,6.5,14.0,31.7%,0.8,2.7,72.9%,2.4,3.4,3.9,1.0,2.9,6.7,1.8,0.2,2.3,2.4,16.3,823,512
Tom Payne,中锋,2.18,109,1,1,29, ,7.8,43.7%,1.6,3.6, , , ,63.0%,1.0,1.6,2.4, , ,0.5, , , ,1.4,4.1,,
Kenneth Victor Payne,前锋-后卫,2.03,88,4,1,144,13,8.1,41.0%,1.5,3.7,29.3%,0.1,0.4,85.9%,0.4,0.4,1.2,0.3,0.9,0.4,0.3,0.2,0.5,0.9,3.5,77,67
John Payak Jr.,后卫-前锋,1.93,79,2,3,120, , ,32.1%,1.9,5.9, , , ,71.5%,2.5,3.5, , , ,1.9, , , ,2.6,6.3,,
John MacBeth Paxson,后卫,1.88,84,11,2,772,369,22.4,49.9%,3.1,6.2,35.5%,0.4,1.0,80.4%,0.6,0.8,1.2,0.2,1.0,3.6,0.7,0.1,0.8,1.9,7.2, , 
James Joseph Paxson,后卫-前锋,1.98,91,11,2,784, ,27.2,49.8%,5.8,11.6,22.5%,0.1,0.6,80.7%,2.6,3.2,2.0,0.7,1.4,2.9,1.2,0.1,1.5,1.8,14.3, , 
James Edward Paxson,前锋-后卫,1.98,91,2,2,138, ,22.2,32.3%,2.6,8.1, , , ,72.7%,2.7,3.8,4.5, , ,1.6, , , ,2.5,8.0,,
Aleksandar Pavlovic,后卫-前锋,2.03,100,10,7,567,142,15.7,40.4%,1.9,4.7,34.6%,0.5,1.6,67.3%,0.6,0.9,1.8,0.3,1.4,0.9,0.5,0.2,0.8,1.8,4.9,293,274
William Edward Paultz,中锋-前锋,2.11,107,9,4,637, ,21.4,49.1%,3.6,7.3, , , ,64.3%,1.4,2.1,5.6,1.6,4.0,1.6,0.4,1.1, ,2.2,8.5,,
Gerald Arthur Paulson,后卫,1.88,84,1,1,6, ,11.3,34.8%,1.3,3.8, , , ,66.7%,0.7,1.0,1.7, , ,0.7, , , ,0.8,3.3,,
Charles Paulk,前锋-中锋,2.03,99,3,4,120, ,13.7,39.2%,2.6,6.7, , , ,61.1%,0.9,1.5,3.9, , ,0.3, , , ,2.0,6.2,,
Christopher Emmanuel Paul,后卫,1.83,79,13,3,842,842,35.5,47.3%,6.6,13.9,37.1%,1.2,3.2,86.6%,4.3,5.0,4.4,0.7,3.7,9.9,2.3,0.1,2.4,2.5,18.7,524,318
Worthington R. Patterson,后卫,1.88,79,1,1,4, ,3.3,37.5%,0.8,2.0, , , ,50.0%,0.3,0.5,0.5, , ,0.5, , , ,0.8,1.8,,
Tommie J. Patterson,前锋,1.98,100,2,2,25, ,4.0,42.0%,0.8,2.0, , , ,77.8%,0.6,0.7,1.0, , ,0.2, , , ,0.7,2.2,,
Steven J. Patterson,中锋,2.06,102,5,2,350, ,15.9,40.3%,1.9,4.8, , , ,59.4%,0.6,1.0,4.7, , ,1.3, , , ,1.6,4.4,,
Ruben Nathaniel Patterson,前锋,1.96,102,10,6,649,246,24.6,51.7%,4.1,8.0,17.9%,0.1,0.3,64.1%,2.4,3.8,4.2,2.0,2.2,1.8,1.2,0.4,1.8,2.2,10.7,319,330
Patrick Davell Patterson,前锋,2.06,104,8,4,499,73,23.5,45.7%,3.1,6.7,36.6%,0.8,2.3,74.6%,0.6,0.8,4.5,1.4,3.1,1.2,0.6,0.5,0.7,1.8,7.6,285,214
George Patterson,中锋-前锋,2.03,104,1,1,59, ,9.5,33.1%,0.7,2.3, , , ,84.2%,0.5,0.6,2.7, , ,0.9, , , ,1.4,2.0,,
Andrae Malone Patterson,前锋,2.06,108,2,1,40,0,7.6,45.5%,1.2,2.5,0.0%,0.0,0.1,77.8%,0.7,0.9,1.7,0.8,0.9,0.4,0.5,0.2,0.6,1.7,3.0,21,19
Stanley A. Patrick,前锋-后卫,1.88,84,1,2,53, , ,39.5%,2.2,5.5, , , ,60.5%,1.7,2.8, , , ,1.4, , , ,1.4,6.1,,
Myles Patrick,前锋,2.03,100,1,1,3, ,3.0,40.0%,0.7,1.7, ,0.0,0.0,50.0%,0.3,0.7,0.7,0.3,0.3,0.3,0.0,0.0,0.3,1.0,1.7,,
George A. Pastushok,后卫,1.85,88,1,1,39, , ,26.2%,1.2,4.7, , , ,54.3%,0.6,1.2, , , ,0.4, , , ,1.1,3.1,,
Martin Harold Passaglia,后卫,1.85,77,2,2,53, , ,23.4%,1.2,5.2, , , ,58.3%,0.4,0.7, , , ,0.5, , , ,1.2,2.8,,
Zarko Paspalj,前锋,2.06,98,1,1,28,1,6.5,34.2%,1.0,2.8,0.0%,0.0,0.0,81.8%,0.6,0.8,1.1,0.5,0.5,0.4,0.1,0.3,0.8,1.3,2.6,20,8
Chandler Parsons,前锋,2.08,104,7,3,392,363,31.5,46.8%,5.1,11.0,37.7%,1.6,4.3,70.9%,1.5,2.1,4.7,0.9,3.8,2.9,1.0,0.4,1.5,2.0,13.4,220,172
Charles H. Parsley,后卫,1.88,79,1,1,9, , ,25.8%,0.9,3.4, , , ,85.7%,0.7,0.8, , , ,0.9, , , ,0.8,2.4,,
Doyle Kenneth Parrack,前锋-后卫,1.83,75,1,1,58, , ,26.6%,1.9,7.1, , , ,65.0%,0.9,1.4, , , ,0.3, , , ,1.3,4.7,,
Jack Parr,中锋,2.06,100,1,1,66, ,15.7,35.5%,1.7,4.7, , , ,60.3%,0.7,1.1,4.2, , ,0.8, , , ,2.1,4.0,,
Richard E. Parks,前锋,2.01,107,,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Bryan Parks,中锋-前锋,2.11,107,9,7,472,151,15.8,47.0%,1.8,3.9,21.1%,0.0,0.1,63.0%,0.7,1.0,3.6,1.2,2.4,0.6,0.4,0.6,0.6,2.0,4.4,191,281
Charles Parks,前锋,1.96,95,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Gordon Parkinson,后卫,1.83,79,1,1,4, , ,8.3%,0.3,3.0, , , ,100.0%,0.3,0.3, , , ,0.5, , , ,0.8,0.8,,
Barry Parkhill,后卫,1.93,84,,,,,,,,,,,,,,,,,,,,,,,,,
William Anthony Parker,后卫,1.88,84,17,1,1146,1133,31.6,49.3%,6.5,13.1,32.7%,0.4,1.3,75.3%,2.8,3.8,2.8,0.4,2.4,5.8,0.9,0.1,2.4,1.7,16.2,833,313
Robert S. Parker Jr.,前锋-后卫,1.98,91,6,1,452, ,24.2,50.1%,4.1,8.2, , , ,75.5%,1.7,2.2,4.1,1.7,2.4,2.1,1.4,0.3, ,1.9,9.9,,
William Parker,后卫,1.93,86,5,6,274,183,25.8,42.6%,3.3,7.8,34.5%,1.1,3.1,70.8%,1.3,1.9,2.4,0.4,2.0,2.9,1.2,0.2,1.8,2.2,9.0,114,160
Anthony Michael Parker,后卫,1.98,98,9,4,494,423,27.8,44.4%,3.4,7.6,40.4%,1.2,3.0,79.4%,1.1,1.4,3.2,0.5,2.7,2.3,0.9,0.2,1.0,1.6,9.1,235,259
Medford R. Park,后卫-前锋,1.88,93,5,2,313, ,18.0,37.9%,2.2,5.7, , , ,72.8%,1.8,2.5,3.1, , ,1.7, , , ,1.9,6.1,,
Robert Lee Parish,中锋,2.13,104,21,4,1611, ,28.4,53.7%,6.0,11.1, , , ,72.1%,2.5,3.5,9.1,2.9,6.3,1.4,0.8,1.5, ,2.8,14.5, , 
Estes Foster Parham,前锋-后卫,1.91,91,3,2,133, , ,31.7%,2.0,6.3, , , ,52.4%,1.4,2.7, , , ,2.2, , , ,2.2,5.4,,
Jeremy Pargo,后卫,1.88,99,2,3,84,16,12.9,37.3%,1.8,4.8,31.3%,0.4,1.3,65.2%,0.7,1.1,1.0,0.2,0.8,1.8,0.3,0.0,1.1,1.1,4.7,35,49
Jannero Pargo,后卫,1.85,79,11,7,498,18,15.0,39.1%,2.5,6.3,35.6%,0.8,2.3,86.4%,0.6,0.7,1.4,0.2,1.2,2.0,0.5,0.1,1.1,1.3,6.4,258,240
Andrew John Panko III,前锋,2.06,101,1,1,1,0,1.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Walter Scott Palmer,中锋-前锋,2.16,98,2,2,48,0,4.4,41.2%,0.9,2.1,0.0%,0.0,0.0,66.7%,0.3,0.5,1.4,0.4,1.0,0.2,0.1,0.2,0.3,1.0,2.1,16,32
James G. Palmer,前锋-中锋,2.03,102,3,2,196, ,19.4,41.3%,3.2,7.7, , , ,70.3%,1.7,2.5,5.3, , ,0.8, , , ,2.9,8.1,,
Errol Palmer,前锋,1.96,88,,,,,,,,,,,,,,,,,,,,,,,,,
John S. Palmer,前锋-中锋,1.93,82,3,1,148, , ,32.6%,4.2,12.9, , , ,73.9%,3.3,4.5, , , ,1.3, , , ,3.1,11.7,,
Togo Anthony Palazzi,前锋-后卫,1.93,93,6,2,324, ,13.4,38.6%,2.9,7.5, , , ,73.0%,1.6,2.1,3.4, , ,0.7, , , ,1.8,7.4,,
Milton S. Palacio,后卫,1.91,88,7,6,470,88,17.9,41.9%,1.8,4.4,23.5%,0.1,0.4,71.9%,1.0,1.4,1.8,0.3,1.4,2.5,0.6,0.1,1.3,1.5,4.8,183,287
Frederick Vincent Paine Jr.,前锋,1.96,95,1,1,3, , ,15.8%,1.0,6.3, , , ,20.0%,0.3,1.7, , , ,0.3, , , ,1.0,2.3,,
Dana P. Pagett,后卫,1.88,82,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Anthony Padgett,前锋,2.06,109,8,4,448,18,12.5,41.0%,1.5,3.7,37.3%,0.5,1.4,73.6%,0.6,0.8,2.7,0.9,1.8,0.7,0.4,0.2,0.6,1.5,4.2,261,187
Gerald James Paddio,前锋-后卫,2.01,93,3,5,129,26,12.6,42.1%,2.4,5.6,24.2%,0.1,0.3,74.6%,0.8,1.0,1.4,0.5,1.0,1.0,0.3,0.1,0.7,0.8,5.5,60,69
Wayne Pack,后卫,1.83,75,,,,,,,,,,,,,,,,,,,,,,,,,
Robert John Pack Jr.,后卫,1.88,82,13,7,552,157,20.8,42.5%,3.2,7.4,29.2%,0.2,0.7,78.7%,2.4,3.1,2.0,0.5,1.5,4.6,1.1,0.1,2.4,1.9,8.9,267,285
Zaur Pachulia,中锋,2.11,125,15,5,985,480,21.1,46.7%,2.5,5.3,0.0%,0.0,0.0,74.8%,2.1,2.8,5.9,2.2,3.7,1.3,0.7,0.4,1.4,2.5,7.0,481,504
Joseph Pace,中锋,2.08,100,2,1,79, ,7.1,46.7%,1.2,2.5, , , ,59.8%,0.9,1.5,2.1,0.8,1.3,0.3,0.2,0.5, ,1.5,3.2,,
Brian Ralph Quinnett,前锋,2.03,107,3,2,138,5,11.1,41.4%,1.5,3.5,32.6%,0.2,0.6,67.7%,0.3,0.5,1.6,0.7,1.0,0.6,0.3,0.2,0.5,1.2,3.4,65,73
Christopher James Quinn,后卫,1.88,84,6,4,241,26,13.7,39.9%,1.6,4.0,37.7%,0.7,1.8,80.9%,0.7,0.9,1.1,0.1,1.0,1.9,0.4,0.0,0.6,1.0,4.5,99,142
Robert L. Quick,前锋-后卫,1.96,98,4,2,136, ,13.7,45.2%,2.1,4.7, , , ,73.8%,1.8,2.5,2.8, , ,0.7, , , ,1.7,6.0,,
Walker Russell Jr.,后卫,1.83,77,1,1,28,0,12.8,34.4%,1.2,3.4,30.8%,0.1,0.5,63.6%,0.5,0.8,0.9,0.3,0.7,2.1,0.6,0.0,1.2,1.0,3.0,12,16
Walker D. Russell,后卫,1.96,88,6,3,155,3,11.4,39.3%,1.2,2.9,15.8%,0.0,0.2,80.0%,0.6,0.8,1.2,0.3,0.9,2.3,0.4,0.1,1.3,1.3,3.0, , 
Rubin B. Russell Jr.,后卫,1.88,82,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Angelo Russell,前锋-后卫,1.93,86,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Russell,后卫,1.91,82,1,1,23, ,5.7,37.7%,1.3,3.3, , , ,88.9%,0.7,0.8,0.7, , ,0.7, , , ,0.5,3.2,,
Cazzie Lee Russell Jr.,前锋-后卫,1.96,99,12,4,817, ,27.2,46.4%,6.3,13.7, , , ,82.7%,2.5,3.0,3.8, , ,2.2, , , ,2.1,15.1,,
Michael Campanella Russell,前锋,2.03,98,9,2,566, ,29.6,45.9%,6.0,13.1, , , ,77.2%,3.8,4.9,4.8,1.6,3.2,3.0,1.0,0.2, ,2.7,15.8,,
